,sr,nsecode,name,bsecode,per_chg,close,volume,ScreenerName,TimeOfDay
10,11,NTPC,Ntpc Limited,532555,-0.32,168.9,1815478,SELL OPEN=HIGH,19/01/2023 10:47:52
5,6,INFY,Infosys Limited,500209,-0.61,1535.95,1538989,SELL OPEN=HIGH,19/01/2023 10:47:52
9,10,LUPIN,Lupin Limited,500257,-0.68,761.95,93012,SELL OPEN=HIGH,19/01/2023 10:47:52
0,1,ULTRACEMCO,Ultratech Cement Limited,532538,-0.94,7215.0,179442,SELL OPEN=HIGH,19/01/2023 10:47:52
1,2,APOLLOHOSP,Apollo Hospitals Enterprise Limited,508869,-0.96,4298.0,47975,SELL OPEN=HIGH,19/01/2023 10:47:52
4,5,KOTAKBANK,Kotak Mahindra Bank Limited,500247,-0.98,1781.45,2009088,SELL OPEN=HIGH,19/01/2023 10:47:52
2,3,NAUKRI,Info Edge (india) Limited,532777,-1.09,3708.1,111075,SELL OPEN=HIGH,19/01/2023 10:47:52
3,4,JKCEMENT,Jk Cement Limited,532644,-1.24,2930.25,26523,SELL OPEN=HIGH,19/01/2023 10:47:52
7,8,TRENT,Trent Limited,500251,-1.26,1207.45,91557,SELL OPEN=HIGH,19/01/2023 10:47:52
8,9,ADANIPORTS,Adani Ports And Special Economic Zone Limited,532921,-1.39,775.6,2055945,SELL OPEN=HIGH,19/01/2023 10:47:52
6,7,CUMMINSIND,Cummins India Limited,500480,-1.66,1463.25,141910,SELL OPEN=HIGH,19/01/2023 10:47:52
12,13,MANAPPURAM,Manappuram Finance Limited,531213,-2.14,114.45,3471794,SELL OPEN=HIGH,19/01/2023 10:47:52
11,12,IBULHSGFIN,Indiabulls Housing Finance Limited,535789,-3.43,136.45,5611993,SELL OPEN=HIGH,19/01/2023 10:47:52
0,1,LICHSGFIN,Lic Housing Finance Limited,500253,-1.11,392.0,242823,My Intraday sell setup,19/01/2023 10:49:19
0,1,BEL,Bharat Electronics Limited,500049,-0.34,102.35,1774749,FULLY BEARISH WITH SELLING SEEN IN LAST 15MIN,19/01/2023 10:50:19
0,1,NESTLEIND,Nestle India Limited,500790,-0.72,19681.6,10132,Mohan'S sure sell candidate -- MACD CROSS,19/01/2023 10:52:11
1,2,ADANIPORTS,Adani Ports And Special Economic Zone Limited,532921,-1.36,775.8,2086014,Mohan'S sure sell candidate -- MACD CROSS,19/01/2023 10:52:11
2,3,TORNTPOWER,Torrent Power Limited,532779,-3.34,463.55,446082,Mohan'S sure sell candidate -- MACD CROSS,19/01/2023 10:52:11
77,78,EXCEL,Excel Realty N Infra Limited,533090,0.0,0.5,4352240,Day Short Trade,19/01/2023 10:53:11
65,66,NILASPACES,Nila Spaces Ltd,542231,0.0,3.5,84093,Day Short Trade,19/01/2023 10:53:11
